Identifier	Filename	Japanese
edbe455c-6a19-4dcf-b0b2-95659b93a098	Goal-Target-resources.assets-35288.json	ターゲット
316783a7-0461-44ae-91f3-5c9ed18bdb4e	Practice-resources.assets-35289.json	練習
7f11e9e7-b843-4e3e-9cda-23ba0c53751d	PracticeDescription-resources.assets-35290.json	自分自身のゴーストと時間無制限で周回し、コースとマシンへの理解を深めよう。
03944c9e-4333-4b90-a581-d24c87cf1e1f	Precision-resources.assets-35291.json	プレシジョン
2e22a4e5-49c2-4b8a-9e46-4e50cd64462c	PrecisionDescription-resources.assets-35292.json	できるだけ多くのホロ・コーンを倒し、車の精密なコントロールを競う。完璧な走行で最高得点を目指そう。
ee240618-e980-4b4b-8ebd-6ea611736662	Race-resources.assets-35293.json	レース
cbd954ac-06b8-4387-a738-c881b3c8fd36	RaceDescription-resources.assets-35294.json	最初にゴールラインを越えれば勝ち。全速でやれ。
4d16be0e-bae7-4155-83f4-406538adb514	Style-resources.assets-35295.json	スタイル
6868bf33-2060-4443-b23f-0076b9a1cb6a	StyleDescription-resources.assets-35296.json	できるだけ速く、壁に近づいてドリフトするとスタイルポイントを獲得できる。スタイリッシュなムーブほど高得点だ。
1c47d674-9a7c-4fbb-888c-5029ea9b14da	TimeAttack-resources.assets-35297.json	タイムアタック
5b72d7e2-0508-4727-a659-958581e0aac9	TimeAttackDescription-resources.assets-35298.json	時間との戦いでゴールドタイムを破ろう。ラップ制限有り、リスタートは無し。規定の周回数で確実に結果を出すこと。
6a687ea8-0bf6-4f07-a4e4-480b4e0bab86	Back-resources.assets-35299.json	戻る
74e327ee-e032-4d15-8fb9-50c7bb3c426d	Cancel-resources.assets-35300.json	キャンセル
3d7c376c-02d9-47f8-a5a7-90decaa04956	Info-resources.assets-35301.json	情報:
6e7059dd-191a-43f9-82ea-020807b0d700	LOADING-6e7059dd-191a-43f9-82ea-020807b0d700-resources.assets-35302.json	LOADING....
927a8756-1446-4a6e-96c9-a468f1d1cbc2	Press Start-resources.assets-35303.json	PRESS START
d0da779b-c172-49c5-99e6-ca9ac5ac3aee	Select-resources.assets-35304.json	選択
42ffef89-0728-473c-9b31-76fe67cbace7	Settings-resources.assets-35305.json	設定
710e52d4-02c0-4668-807d-b386b1b6a00d	Yes-resources.assets-35306.json	はい
c74ddce4-048e-47fa-86a8-1a898f3f3ad0	Leaderboards-resources.assets-35307.json	リーダーボード
28364228-989f-4929-acf4-fafad7e96a83	AgeRestricted-resources.assets-35308.json	このコンテンツは年齢制限の対象です
d6df077b-2196-4d80-bf7a-fda9948fa13c	CheckConnection-resources.assets-35309.json	インターネット接続を確認してください
e909c2af-6cc4-41dd-8416-6bcf3c38cbb1	Connecting-resources.assets-35310.json	接続中...
29edf0b5-da42-47f9-827a-23f8d4e73ee0	ConnectionLost-resources.assets-35311.json	接続をロスト
765556e0-85bc-4945-8b7d-01de7ee31c01	OpponentChoosing-resources.assets-35312.json	相手が選択中...
78f5a4d7-55c5-4f8f-8d06-1861c677f6df	OpponentDisconnected-resources.assets-35313.json	相手との接続が切断されました
9335c3a3-072e-4d5b-b58a-9fb3699376f0	Rematch-resources.assets-35314.json	再戦
e738d7df-b7ca-470c-a77d-be663c5f969f	Searching-resources.assets-35315.json	プレイヤーを検索中...
7296f029-c85a-4249-af7e-76756dc95da4	ServerError-resources.assets-35316.json	サーバーへ到達できません
8f5e9625-ecb4-4871-9ca9-00dd1f6ef672	WaitingOnOpponent 1-resources.assets-35317.json	相手を待っています...
57d5ca99-0472-48d9-9ad5-7e87e500f562	DarkEasyCarFullName-resources.assets-35318.json	テラ・R.A.I
d566c5e6-eabe-42ce-b597-e338d35179de	DarkExpertCarFullName-resources.assets-35319.json	XX82-133
3330522b-2ad3-4b66-8f3d-1bde09d0f467	DarkHardCarFullName-resources.assets-35320.json	キング・バイソン
71cce812-d386-4e80-8a12-cf446d33255b	DarkMediumCarFullName-resources.assets-35321.json	ユーラス・ハイペリア
0d9b7662-bf83-497d-9e2e-d32912628d1d	EasyCarFullName-resources.assets-35322.json	テラ・ダート
4021d682-6096-4d21-96cd-fd56b4f3ce0f	ExpertCarFullName-resources.assets-35323.json	コーダ・クロノ
345413f7-132d-448c-8012-75d44439b740	HardCarFullName-resources.assets-35324.json	HPE・ドラゴン
16077476-e3f7-4eb4-982e-2fa8b22a4c8f	HardCarPlusFullName-resources.assets-35325.json	HPE・ドラゴン GTX
2cd687f8-d4a9-4bb1-81f4-3fef5f1dcd2f	MediumCarFullName-resources.assets-35326.json	コーダ・ゲッコー
27bc3735-a3a3-4b20-8bc4-83a8f18da4db	T1ECarFullName-resources.assets-35327.json	ロトン・ボバ
f49290a4-a68d-422a-9656-cd1c8247df9c	T1EPlusCarFullName-resources.assets-35328.json	ロトン・ボバ UHT
cf704b95-0116-468a-8e79-c7c061237f17	T1ExCarFullName-resources.assets-35329.json	ロトン・7D
5e566454-cbde-465c-8fcd-95dedf504d8e	T1ExPlusCarFullName-resources.assets-35330.json	ロトン・7D Super
dff591ca-0901-4c59-ad6f-399a2de6e328	T1MCarFullName-resources.assets-35331.json	HPE・カタナ
b7a45a53-5ea1-46a1-988f-5e97a4ac0a53	T1MPlusCarFullName-resources.assets-35332.json	HPE・カタナ XT
33edae3d-71dc-4f83-beff-ee238e20380b	T2ECarFullName-resources.assets-35333.json	ヴェノム・バレット
48542803-473f-4d6f-8cc6-617535fd48c2	T2ExCarFullName-resources.assets-35334.json	ヴェノム・ラプター
48571d18-81d4-4bb4-8f85-4d443f0df44f	T2HCarFullName-resources.assets-35335.json	ヴェロックス・ジェット Z 880
9b856897-a9cb-4032-b100-22a74619b310	T2MCarFullName-resources.assets-35336.json	ヴェノム・ヴェントス
ba9702b8-55a2-4911-8f51-775c239f852e	T3ECarFullName-resources.assets-35337.json	HPE・ジェスター
54ed97be-bf68-470f-b555-469377a78659	T3ExCarFullName-resources.assets-35338.json	テラ・グラディオ
f601d060-a79f-47e2-81fd-eef67d17be06	T3HCarFullName-resources.assets-35339.json	コーダ・ゲッコー RX
eab5edd7-3124-45ad-8ddf-09319121bd64	T4ExCarFullName-resources.assets-35340.json	ヴェロックス・インパルス
d864550e-72d2-436e-b5f4-d7218dae8eaf	T5ECarFullName-resources.assets-35341.json	コーダ・スプリーノ
19a6ef2d-d770-431a-937b-769f483b7965	DarkEasyCharacter-resources.assets-35342.json	カイル
d3d93081-4e79-4308-9046-ca715507a624	DarkExpertCharacter-resources.assets-35343.json	アハメド
ef677863-5587-416f-b373-8d59da709e03	DarkHardCharacter-resources.assets-35344.json	ブルック
1ecb358e-83cb-40a6-bc16-a35ac4b70027	DarkMediumCharacter-resources.assets-35345.json	レックス
fc653ef5-f061-4113-bdc9-8403832446e5	EasyCharacter-resources.assets-35346.json	エドワード
7690daef-6fdb-4cf9-8b2b-c6231cdd32fd	ExpertCharacter-resources.assets-35347.json	ヴィヴ
bd6ab732-f744-4dab-87f0-16c4434ce2a8	HardCharacter-resources.assets-35348.json	イバ
11297fd6-8ec7-4d00-ad6a-cff5df19854e	MediumCharacter-resources.assets-35349.json	エイダ
5de6b238-992f-4d3d-ae45-00f060d1e4de	T1E-resources.assets-35350.json	エスミー
56cf50d5-3431-43b5-b8af-3a575712b932	T1Ex-resources.assets-35351.json	ガンナー
d5fe5604-2271-4f95-8c5a-383b26e304cf	T1M-resources.assets-35352.json	コーリー
48cd42ad-4644-434c-bd37-bbff86669e09	T2E-resources.assets-35353.json	タルシン
cf1a6891-eef5-4556-8dcc-b10a3a0dedbc	T2Ex-resources.assets-35354.json	バウティスタ
90a2e96b-b610-48e5-b1ab-3e1341d7b781	T2H-resources.assets-35355.json	ジェイ
bdd88480-0622-4962-8ec8-680fc9673ddf	T2M-resources.assets-35356.json	リク
acf762e0-733f-4402-bd5e-ca12b95c5575	T3E-resources.assets-35357.json	サミラ
5329b39f-a60f-4eed-bfcb-66b04a22bc9f	T3Ex-resources.assets-35358.json	ザーラ
8e937f90-e2d3-4e6f-b279-42a5b91b8a36	T3H-resources.assets-35359.json	ルーカス
176758b4-4e28-4ad1-af43-3908e8d6690c	T4Ex-resources.assets-35360.json	シネイド
c239bf14-f4a1-446c-a0be-7fdb593d92f7	T5E-resources.assets-35361.json	セス
c6242af7-0fba-418d-b3a1-532e08507594	Track1Title-resources.assets-35362.json	レイクサイド・ループ
21ae3544-50a4-4015-b6fb-3a8d36c0e858	Track1TitleAlt-resources.assets-35363.json	ダウンヒル・ラピッズ
cf47a47a-09de-42a8-9391-2256ef5fabe5	Track1TitleReverse-resources.assets-35364.json	レイクサイド・ループR
9c1817f7-afc8-4e39-b3d0-5c7144cd20a9	Track1TitleReverseAlt-resources.assets-35365.json	ダウンヒル・ラピッズR
e45f0e4f-cb62-4f63-a8e9-fd6c39d452db	Track2Title-resources.assets-35366.json	シティ・スカイリンク
5c121c17-b53e-4d8b-ba92-6c76ab8e24a4	Track2TitleAlt-resources.assets-35367.json	ベイブリッジ・ラン
a3bd9664-487c-42bb-b659-7f20bd9f3b82	Track2TitleReverse-resources.assets-35368.json	シティ・スカイリンクR
4795e705-516c-4762-8f06-c079e199aa97	Track2TitleReverseAlt-resources.assets-35369.json	ベイブリッジ・ランR
b05b7765-36fc-4df1-b368-b42ad692875b	Track3Title-resources.assets-35370.json	スノーマウンテン・スプリント
91acf339-7611-4edf-a0dd-e51e6c8d270b	Track3TitleAlt-resources.assets-35371.json	フローズン・ウォール
ddc76dba-dd2c-4cb2-87c5-0ef64805d00b	Track3TitleReverse-resources.assets-35372.json	スノーマウンテン・スプリントR
a8fe07a7-485d-4e3a-95b5-61b933d707fe	Track3TitleReverseAlt-resources.assets-35373.json	フローズン・ウォールR
a44b91ea-7cbe-4a7a-9c27-2a67d39a35f9	Track4Title-resources.assets-35374.json	サンセットシー・サーキット
0142100d-3e76-4acc-9f13-77b8460d8a99	Track4TitleAlt-resources.assets-35375.json	ツイン・グレン・ラン
2cfc1e8a-3b80-453e-9e17-6269876dc986	Track4TitleReverse-resources.assets-35376.json	サンセットシー・サーキットR
d2744897-b381-4b5c-a69b-a3d8d809c01e	Track4TitleReverseAlt-resources.assets-35377.json	ツイン・グレン・ランR
620901fa-332c-4a0b-81fa-9a11c300c259	Track5Title-resources.assets-35378.json	キリノ山
0e297276-1b0a-4cca-8afa-4c1fe52bc026	Track5TitleAlt-resources.assets-35379.json	キリノ森
67a75255-664c-4105-8e6d-30d95716842e	Track5TitleReverse-resources.assets-35380.json	キリノ山R
60bc89ef-8100-4826-b914-1dfc47ea4919	Track5TitleReverseAlt-resources.assets-35381.json	キリノ森R
9e93302b-d591-47ce-9073-5c58ae5decfa	Track6-1ReverseTitle-resources.assets-35382.json	コンクリート・コーズウェイR
7ef595cd-5838-4a64-9c4c-827739fb6bcb	Track6-1Title-resources.assets-35383.json	コンクリート・コーズウェイ
aae9d5eb-6104-4ce9-908a-3a345e6fc3bb	Track6-2ReverseTitle-resources.assets-35384.json	スーパーライト・バイパスR
af86effc-e036-49e9-9081-eb5b044912db	Track6-2Title-resources.assets-35385.json	スーパーライト・バイパス
df235dcb-8885-449e-9093-4c99109e0651	Track6-3ReverseTitle-resources.assets-35386.json	メガリンクR
5e60146e-2dac-49fd-a5c2-121fb46ac2dc	Track6-3Title-resources.assets-35387.json	メガリンク
80e05dd2-1fb3-4ad7-b32e-1ee16c68ce00	Track6-4ReverseTitle-resources.assets-35388.json	サーペンタイン・ダウンヒルR
17672181-27fc-4622-b977-4b817e856984	Track6-4Title-resources.assets-35389.json	サーペンタイン・ダウンヒル
bb04e628-9859-4461-bc2e-f54dd9b33b78	30-resources.assets-35390.json	30
3b7eb6b1-7e11-4196-9528-55f48903fbf6	60-resources.assets-35391.json	60
e0e77831-7d53-46b3-9cfc-c0a9f008f301	AmbienceVolume-resources.assets-35392.json	環境音
086737e3-6cba-4be6-aeb1-db85a2a423bd	AudioButtonLabel-resources.assets-35393.json	オーディオ
7b558860-00fa-4e03-a070-bef6d9251f77	AudioSettingsDescription-resources.assets-35394.json	サウンド・オーディオ関連の設定を行います。
617adc5a-8f84-4f88-b62f-7e5f62b7cc05	AudioSettingsTitle-resources.assets-35395.json	オーディオ設定
af644a36-935d-482e-b9f4-747c97a622dc	Default-resources.assets-35396.json	デフォルト
23ea28ca-f7ff-419e-8253-bfea5a7157e7	EngineVolume-resources.assets-35397.json	エンジン
cc84a18f-416b-4bdc-8a2f-aac8e9326360	Eurobeat-resources.assets-35398.json	ユーロビート
d80e00dc-1446-463c-bbd5-4793d389f5d0	GyroVolume-resources.assets-35399.json	ドリフトジャイロ
fc72dc7c-2f5b-4538-9ed0-7bb117cac78b	ImpactVolume-resources.assets-35400.json	衝撃音
c54f1b34-1199-42c1-8ebc-bb7a76366923	MasterVolume-resources.assets-35401.json	マスター音量
4ea03e99-edc4-4e3e-a9ed-8083c32fc88a	MusicVolume-resources.assets-35402.json	音楽
089d9e77-9b0e-421a-8622-b9edb7cd2afa	Original-resources.assets-35403.json	オリジナル
6394ac9a-30e9-4664-88ac-4fb50ec835b5	SFXVolume-resources.assets-35404.json	メニュー効果音
a7749fae-e0f5-44a6-ace0-af6976c20dd2	Soundtrack-resources.assets-35405.json	サウンドトラック
7f4f74c4-caea-4b71-8556-279cd9f8cf1f	SurfaceVolume-resources.assets-35406.json	道路の表面音
e43b76bc-d95c-48e8-8937-70882de3e2a5	TireSquealVolume-resources.assets-35407.json	タイヤのスキール音
b5cb98d8-dd46-4efa-a135-df6f47e69c67	UIMusicVolume-resources.assets-35408.json	メニュー音楽
ad8ace73-593f-4e5c-bdb7-4d7c6ab2cba4	WindVolume-resources.assets-35409.json	風の音
89062956-d340-41de-b632-9b5c91eabe0f	Brake-resources.assets-35410.json	ブレーキ
4f214280-7fd8-43e1-942c-90c95c422032	Drift-resources.assets-35411.json	ドリフト
9d40ffad-1d75-4f01-a900-eb40f92e6f7c	NegativeAxis-resources.assets-35412.json	マイナス軸
1522a31b-fe74-4ec2-a9ae-f1c343660cd3	Pause-resources.assets-35413.json	ポーズ
3825f89f-7d4d-4d6c-b3a5-12e5771b1563	PositiveAxis-resources.assets-35414.json	プラス軸
1ea00ea1-0974-469f-bfcf-f8a4573b02df	PressToAssign-resources.assets-35415.json	入力して操作を割り当ててください
05128c23-f769-490c-aa2e-4fe30cd4d62b	Remap Controls-resources.assets-35416.json	操作のリマップ
c0593a14-b252-4821-9045-08312265ec13	Reverse-resources.assets-35417.json	リバース
6381d084-fe97-4922-bde0-0caa1cb1f683	Steer-resources.assets-35418.json	ステアリング
f433638a-22dd-4c9b-ad98-e30ffbd87881	Throttle-resources.assets-35419.json	アクセル
0449a485-bd50-42e0-a2e2-762b863ecd26	ToggleHeadlights-resources.assets-35420.json	ヘッドライトの切り替え
89d91fba-b1da-47b2-93f0-181307d985da	GameplaySettingsDescription-resources.assets-35421.json	ゲームプレイに関する設定を行います。
07747c74-dd8b-424b-9cbf-e674c0fe48be	GameplaySettingsTitle-resources.assets-35422.json	ゲームプレイ設定
6b4760b8-9788-4f18-80d9-ceef7e9b58ff	GamplaySettingsButtonLabel-resources.assets-35423.json	ゲームプレイ
efb86835-39a8-4a57-8f21-c7906c738011	InvertDrift-resources.assets-35424.json	ドリフトスティックを反転
178cd1a8-9205-46e4-b8f8-4e20fc5fc954	KPH-resources.assets-35425.json	KPH
cf28c0b7-99e9-4a25-820a-c5f97d2f3361	Language-resources.assets-35426.json	言語
2c93e4df-12e3-43bf-b789-af5db2ccf333	MPH-resources.assets-35427.json	MPH
7bf2507b-c491-4203-8747-54d4ae53160d	Minimap-resources.assets-35428.json	ミニマップ
819d678c-de31-4d51-b9b7-b38596a8d37d	Rearview-resources.assets-35429.json	バックミラー
e8437e91-2a39-49fd-9dd2-4afd3ae22d52	Rumble-resources.assets-35430.json	コントローラーの振動
43c3e2a2-c4a7-4954-8605-659a48d4ea5e	SpeedUnits-resources.assets-35431.json	スピードの単位
32f4a34e-b912-4cd5-aa14-e528be2bcb64	SwapSticks-resources.assets-35432.json	ドリフトとステアリングの入れ替え
5a4e9304-df05-4f6d-8f89-2b8289cde027	TextSpeed-resources.assets-35433.json	テキスト速度
a64c66ff-c93c-4fbe-b68b-c6f6928e692f	High-resources.assets-35434.json	高
0e2d28f7-f373-4ebd-8305-553ab36fc939	Low-resources.assets-35435.json	低
ab539f2b-9cfe-4135-9018-2f1b5a279bd5	Medium-resources.assets-35436.json	中
702d9d99-a2d3-42a8-b903-90194968e8a1	Off-resources.assets-35437.json	オフ
